80 40 769
1 2 0.500000
1 4 0.500000
1 5 0.500000
1 10 0.500000
1 27 0.500000
1 28 0.500000
1 41 0.500000
1 45 0.500000
1 46 0.500000
1 51 0.500000
1 55 0.500000
1 56 0.500000
1 58 0.500000
1 60 0.500000
1 61 0.500000
1 70 0.500000
1 72 0.500000
1 74 0.500000
2 6 0.500000
2 7 0.500000
2 10 0.500000
2 15 0.500000
2 18 0.500000
2 20 0.500000
2 24 0.500000
2 25 0.500000
2 31 0.500000
2 32 0.500000
2 34 0.500000
2 42 0.500000
2 44 0.500000
2 45 0.500000
2 47 0.500000
2 48 0.500000
2 49 0.500000
2 56 0.500000
2 58 0.500000
2 59 0.500000
2 60 0.500000
2 61 0.500000
2 77 0.500000
2 78 0.500000
3 4 0.500000
3 5 0.500000
3 17 0.500000
3 24 0.500000
3 27 0.500000
3 29 0.500000
3 30 0.500000
3 31 0.500000
3 40 0.500000
3 41 0.500000
3 44 0.500000
3 56 0.500000
3 60 0.500000
3 61 0.500000
3 65 0.500000
3 68 0.500000
3 70 0.500000
3 73 0.500000
3 76 0.500000
4 10 0.500000
4 15 0.500000
4 30 0.500000
4 39 0.500000
4 40 0.500000
4 41 0.500000
4 45 0.500000
4 51 0.500000
4 55 0.500000
4 72 0.500000
5 9 0.500000
5 13 0.500000
5 14 0.500000
5 15 0.500000
5 18 0.500000
5 20 0.500000
5 23 0.500000
5 27 0.500000
5 31 0.500000
5 32 0.500000
5 42 0.500000
5 44 0.500000
5 45 0.500000
5 49 0.500000
5 53 0.500000
5 60 0.500000
5 64 0.500000
5 68 0.500000
5 78 0.500000
6 8 0.500000
6 13 0.500000
6 23 0.500000
6 24 0.500000
6 30 0.500000
6 33 0.500000
6 36 0.500000
6 39 0.500000
6 50 0.500000
6 55 0.500000
6 57 0.500000
6 59 0.500000
6 60 0.500000
6 65 0.500000
6 68 0.500000
6 69 0.500000
6 73 0.500000
7 9 0.500000
7 10 0.500000
7 20 0.500000
7 28 0.500000
7 31 0.500000
7 34 0.500000
7 37 0.500000
7 41 0.500000
7 42 0.500000
7 49 0.500000
7 50 0.500000
7 51 0.500000
7 55 0.500000
7 57 0.500000
7 58 0.500000
7 60 0.500000
7 61 0.500000
7 66 0.500000
7 71 0.500000
7 74 0.500000
7 77 0.500000
8 9 0.500000
8 19 0.500000
8 20 0.500000
8 28 0.500000
8 31 0.500000
8 37 0.500000
8 38 0.500000
8 39 0.500000
8 42 0.500000
8 43 0.500000
8 57 0.500000
8 58 0.500000
8 60 0.500000
8 62 0.500000
8 72 0.500000
8 75 0.500000
8 76 0.500000
8 78 0.500000
8 79 0.500000
9 11 0.500000
9 12 0.500000
9 15 0.500000
9 17 0.500000
9 18 0.500000
9 21 0.500000
9 25 0.500000
9 28 0.500000
9 34 0.500000
9 37 0.500000
9 38 0.500000
9 39 0.500000
9 40 0.500000
9 41 0.500000
9 48 0.500000
9 50 0.500000
9 53 0.500000
9 59 0.500000
9 61 0.500000
9 62 0.500000
9 66 0.500000
9 69 0.500000
9 71 0.500000
9 77 0.500000
9 78 0.500000
10 11 0.500000
10 12 0.500000
10 14 0.500000
10 15 0.500000
10 17 0.500000
10 19 0.500000
10 22 0.500000
10 23 0.500000
10 24 0.500000
10 25 0.500000
10 40 0.500000
10 41 0.500000
10 43 0.500000
10 45 0.500000
10 47 0.500000
10 48 0.500000
10 60 0.500000
10 68 0.500000
11 25 0.500000
11 26 0.500000
11 31 0.500000
11 37 0.500000
11 38 0.500000
11 41 0.500000
11 46 0.500000
11 49 0.500000
11 58 0.500000
11 65 0.500000
11 66 0.500000
11 73 0.500000
11 78 0.500000
11 80 0.500000
12 13 0.500000
12 14 0.500000
12 18 0.500000
12 23 0.500000
12 24 0.500000
12 26 0.500000
12 30 0.500000
12 31 0.500000
12 35 0.500000
12 40 0.500000
12 48 0.500000
12 53 0.500000
12 56 0.500000
12 62 0.500000
12 68 0.500000
12 71 0.500000
12 75 0.500000
12 80 0.500000
13 16 0.500000
13 22 0.500000
13 28 0.500000
13 29 0.500000
13 30 0.500000
13 34 0.500000
13 35 0.500000
13 42 0.500000
13 47 0.500000
13 50 0.500000
13 52 0.500000
13 54 0.500000
13 55 0.500000
13 56 0.500000
13 69 0.500000
13 73 0.500000
13 78 0.500000
13 79 0.500000
13 80 0.500000
14 20 0.500000
14 24 0.500000
14 29 0.500000
14 32 0.500000
14 35 0.500000
14 44 0.500000
14 46 0.500000
14 48 0.500000
14 53 0.500000
14 61 0.500000
14 66 0.500000
14 67 0.500000
14 72 0.500000
14 73 0.500000
14 74 0.500000
14 75 0.500000
14 76 0.500000
15 18 0.500000
15 21 0.500000
15 29 0.500000
15 32 0.500000
15 34 0.500000
15 39 0.500000
15 41 0.500000
15 47 0.500000
15 48 0.500000
15 49 0.500000
15 54 0.500000
15 55 0.500000
15 68 0.500000
15 71 0.500000
15 72 0.500000
16 28 0.500000
16 32 0.500000
16 33 0.500000
16 37 0.500000
16 44 0.500000
16 45 0.500000
16 72 0.500000
16 73 0.500000
17 19 0.500000
17 23 0.500000
17 27 0.500000
17 28 0.500000
